,Operator,Week,DateOfSurvey,ReleaseID,SurveyStartTime,SurveyEndTime,QuantifiedPlume,EstimatedEmissionRate,EstimatedEmissionRateUpper,EstimatedEmissionRateLower,UncertaintyType,OperatorWindspeed,QCFLag,OperatorKeep,StanfordKeep,StrictQCKeep
0,DTU,1,2024-06-17,1,11:09:00,11:43:00,True,31.664918523807735,35.00922985246198,28.320607195153496,Statistical: standard error of the mean,Wind information is not used in our calculations,,True,True,True
1,DTU,1,2024-06-17,2,12:06:00,12:50:00,True,0.7552925774705674,0.784146677780383,0.7264384771607518,Statistical: standard error of the mean,,,True,True,True
2,DTU,1,2024-06-17,3,13:09:00,13:50:00,True,27.156961222820883,29.761816778002604,24.55210566763916,Statistical: standard error of the mean,,,True,True,True
3,DTU,1,2024-06-17,4,14:02:00,14:46:00,True,8.654186408506003,10.381002749758174,6.927370067253832,Statistical: standard error of the mean,,,True,True,True
4,DTU,1,2024-06-17,5,15:03:00,15:40:00,True,1.5878737318725442,1.6906980780991396,1.4850493856459488,Statistical: standard error of the mean,,,True,True,True
5,DTU,1,2024-06-17,6,16:06:00,16:41:00,True,20.39824042671646,21.927943199503396,18.868537653929522,Statistical: standard error of the mean,,,True,True,True
6,DTU,1,2024-06-17,7,17:24:00,17:46:00,True,82.72489146789657,99.83837838559162,65.61140455020151,Statistical: standard error of the mean,,,True,True,True
7,DTU,1,2024-06-18,8,09:09:00,09:49:00,True,41.32028197099735,45.70918729015743,36.93137665183727,Statistical: standard error of the mean,,,True,True,True
8,DTU,1,2024-06-18,9,10:25:00,10:50:00,True,35.83213308458861,41.841322101789196,29.82294406738803,Statistical: standard error of the mean,,,True,True,True
9,DTU,1,2024-06-18,10,11:06:00,11:37:00,True,4.981072169422325,5.7886096304434025,4.173534708401248,Statistical: standard error of the mean,,,True,True,True
10,DTU,1,2024-06-18,11,12:03:00,12:45:00,True,9.569777464407558,9.976028110997035,9.16352681781808,Statistical: standard error of the mean,,,True,True,True
11,DTU,1,2024-06-18,12,13:02:00,13:38:00,True,54.4125408986329,59.622399245440704,49.20268255182509,Statistical: standard error of the mean,,,True,True,True
12,DTU,1,2024-06-18,13,14:07:00,14:48:00,True,3.753374582449809,4.452622107804732,3.054127057094885,Statistical: standard error of the mean,,,True,True,True
13,DTU,1,2024-06-18,14,15:15:00,15:28:00,True,1.6348667631673572,1.8172518282896966,1.452481698045018,Statistical: standard error of the mean,,,True,True,True
14,DTU,1,2024-06-18,15,15:45:00,16:10:00,True,178.29454081709767,201.14876718163285,155.4403144525625,Statistical: standard error of the mean,,,True,True,True
15,DTU,1,2024-06-18,16,16:48:00,17:03:00,True,4.683004996204132,5.196274064645125,4.169735927763139,Statistical: standard error of the mean,,,True,True,True
