,release_rate,release_sigma,operator_report,operator_sigma_lower,operator_sigma_upper
0,28.26,0,31.66491852380773,3.3443113286542356,3.3443113286542463
1,0.66,0,0.7552925774705674,0.02885410030981561,0.02885410030981561
2,20.0,0,27.156961222820883,2.6048555551817216,2.6048555551817216
3,8.28,0,8.654186408506003,1.7268163412521718,1.7268163412521709
4,1.49,0,1.5878737318725442,0.10282434622659542,0.10282434622659542
5,16.46,0,20.39824042671646,1.5297027727869406,1.5297027727869406
6,56.7,0,82.72489146789657,17.113486917695056,17.113486917695056
7,41.0,0,41.32028197099735,4.388905319160081,4.388905319160081
8,28.26,0,35.83213308458861,6.009189017200583,6.00918901720059
9,4.45,0,4.981072169422325,0.8075374610210773,0.8075374610210773
10,8.28,0,9.569777464407558,0.40625064658947707,0.40625064658947885
11,47.66,0,54.4125408986329,5.209858346807806,5.209858346807806
12,3.83,0,3.753374582449809,0.6992475253549237,0.6992475253549233
13,1.95,0,1.6348667631673572,0.18238506512233932,0.18238506512233954
14,126.0,0,178.29454081709767,22.85422636453518,22.85422636453518
15,4.46,0,4.683004996204132,0.5132690684409926,0.5132690684409926
16,16.95,0,20.879585249996016,3.3145151277693827,3.3145151277693827
17,1.92,0,2.733906314080122,0.46834295053219055,0.46834295053219055
18,115.0,0,101.529124755683,17.680119926537145,17.68011992653716
20,38.52,0,39.40509904217956,7.6086264911894865,7.608626491189483
21,5.6,0,10.09554380254751,2.4528190559248735,2.4528190559248735
22,103.2,0,101.39265929643004,16.0259456082792,16.025945608279244
23,8.28,0,9.711351338613657,2.5074601335746545,2.507460133574652
24,13.59,0,10.292221141224704,1.6688657302197107,1.6688657302197107
25,24.01,0,22.051202048786,1.1946477888085951,1.1946477888085951
26,16.92,0,20.714030317827845,5.854056837006635,5.854056837006635
27,43.49,0,37.68094439843516,5.45547492904808,5.45547492904808
28,5.63,0,5.105282515252489,0.7955366742220686,0.7955366742220686
29,20.0,0,23.92105279903308,4.733204937803055,4.733204937803059
30,101.8,0,67.2058822696267,8.649611138227186,8.649611138227186
31,13.0,0,14.420747888976267,0.2687866046689198,0.26878660466892157
32,1.1,0,1.4410713529953325,0.15869696595712046,0.1586969659571198
33,27.84,0,50.67797409964101,8.98026780230029,8.980267802300297
34,5.38,0,6.151123070336854,1.2726129139577385,1.2726129139577385
36,40.63,0,43.48571579464031,11.675065399578795,11.675065399578799
38,15.15,0,17.200652568917345,1.8102451782102165,1.81024517821022
39,3.95,0,3.3587726836895,0.9422754690023232,0.9422754690023232
